NCTNumber,StudyResults,Sex,Age,Phases,Enrollment,FunderType,StudyType
NCT04680520,NO,ALL,CHILD,NA,1394,OTHER,INTERVENTIONAL
NCT05413395,NO,ALL,"ADULT, OLDER_ADULT",NA,60,INDUSTRY,INTERVENTIONAL
NCT04159597,NO,ALL,"ADULT, OLDER_ADULT",NA,NA,INDUSTRY,EXPANDED_ACCESS
NCT04325802,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,INTERVENTIONAL
NCT04056130,NO,ALL,ADULT,PHASE1,36,INDUSTRY,INTERVENTIONAL
NCT06259669,NO,FEMALE,"CHILD, ADULT",NA,958,INDUSTRY,OBSERVATIONAL
NCT01257061,NO,ALL,"CHILD, ADULT",PHASE3,310,INDUSTRY,INTERVENTIONAL
NCT03813472,NO,ALL,"CHILD, ADULT",NA,172,OTHER,OBSERVATIONAL
NCT05031754,NO,ALL,CHILD,NA,100,OTHER,OBSERVATIONAL
NCT06524635,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INDUSTRY,INTERVENTIONAL
NCT03038932,NO,ALL,"CHILD, ADULT",NA,69,NIH,OBSERVATIONAL
NCT04693195,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,142,INDUSTRY,INTERVENTIONAL
NCT03358693,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,300,OTHER,OBSERVATIONAL
NCT04664153,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,104,INDUSTRY,INTERVENTIONAL
NCT04362852,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,100,OTHER,OBSERVATIONAL
NCT00371163,NO,ALL,ADULT,NA,31,OTHER,OBSERVATIONAL
NCT05611346,NO,ALL,CHILD,NA,32,OTHER,INTERVENTIONAL
NCT05529836,NO,ALL,"ADULT, OLDER_ADULT",NA,126,OTHER,INTERVENTIONAL
NCT02533635,NO,ALL,"ADULT, OLDER_ADULT","PHASE1,PHASE2",30,OTHER,INTERVENTIONAL
NCT05092464,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,10,INDUSTRY,INTERVENTIONAL
NCT01143012,NO,ALL,CHILD,NA,36,OTHER,INTERVENTIONAL
NCT02251340,NO,ALL,"ADULT, OLDER_ADULT",NA,211,OTHER,INTERVENTIONAL
NCT04681300,NO,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,OBSERVATIONAL
NCT05042258,NO,ALL,CHILD,PHASE4,40,OTHER,INTERVENTIONAL
NCT02910791,NO,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,OBSERVATIONAL
NCT00924508,YES,ALL,"ADULT, OLDER_ADULT",NA,23,OTHER,INTERVENTIONAL
NCT00826592,NO,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL
NCT01745159,NO,ALL,CHILD,PHASE4,125,INDUSTRY,INTERVENTIONAL
NCT01020994,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,150,INDUSTRY,INTERVENTIONAL
NCT04520308,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,45,OTHER,INTERVENTIONAL
NCT03160248,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,31,OTHER,INTERVENTIONAL
NCT03361215,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,1000,OTHER,OBSERVATIONAL
NCT03134352,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,290,INDUSTRY,INTERVENTIONAL
NCT03395132,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,68,INDUSTRY,INTERVENTIONAL
NCT01992497,NO,ALL,CHILD,NA,721,INDUSTRY,INTERVENTIONAL
NCT04398758,NO,ALL,CHILD,PHASE3,360,INDUSTRY,INTERVENTIONAL
NCT02343783,NO,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,46,INDUSTRY,INTERVENTIONAL
NCT00817063,YES,ALL,"ADULT, OLDER_ADULT",PHASE3,599,INDUSTRY,INTERVENTIONAL
NCT01759693,NO,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,OBSERVATIONAL
NCT05178433,NO,ALL,CHILD,NA,200,OTHER,INTERVENTIONAL
NCT03051347,NO,ALL,CHILD,NA,943,OTHER,INTERVENTIONAL
NCT02002871,YES,ALL,"ADULT, OLDER_ADULT",NA,21,INDUSTRY,INTERVENTIONAL
NCT06564389,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,143,INDUSTRY,INTERVENTIONAL
NCT01538342,NO,ALL,"ADULT, OLDER_ADULT",NA,170,OTHER,INTERVENTIONAL
NCT02379507,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,20,OTHER,INTERVENTIONAL
NCT01142999,NO,ALL,CHILD,NA,46,OTHER,INTERVENTIONAL
NCT00176956,NO,ALL,CHILD,PHASE3,30,INDIV,INTERVENTIONAL
NCT05375955,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,264,INDUSTRY,INTERVENTIONAL
NCT04927195,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,52,INDUSTRY,INTERVENTIONAL
NCT05765461,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,4631,INDUSTRY,OBSERVATIONAL
NCT04815148,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,72,INDUSTRY,INTERVENTIONAL
NCT03706040,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,172,INDUSTRY,INTERVENTIONAL
NCT06182436,NO,ALL,CHILD,NA,98,OTHER,INTERVENTIONAL
NCT02345928,NO,ALL,ADULT,PHASE1,108,INDUSTRY,INTERVENTIONAL
NCT00757042,YES,ALL,ADULT,PHASE1,78,INDUSTRY,INTERVENTIONAL
NCT02620293,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,33,INDUSTRY,INTERVENTIONAL
NCT05913791,NO,ALL,ADULT,NA,41,OTHER,INTERVENTIONAL
NCT05500794,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,72,OTHER,INTERVENTIONAL
NCT04440410,NO,ALL,"ADULT, OLDER_ADULT",NA,40,INDUSTRY,OBSERVATIONAL
NCT01016106,YES,ALL,"CHILD, ADULT, OLDER_ADULT",NA,35,OTHER,INTERVENTIONAL
NCT01567995,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,240,INDUSTRY,INTERVENTIONAL
NCT03315611,NO,ALL,"ADULT, OLDER_ADULT",NA,23,OTHER,INTERVENTIONAL
NCT00746382,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,INTERVENTIONAL
NCT00465699,NO,ALL,"CHILD, ADULT",NA,50,OTHER,INTERVENTIONAL
NCT03042624,NO,ALL,CHILD,NA,50,OTHER,INTERVENTIONAL
NCT02517957,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,342,OTHER,INTERVENTIONAL
NCT05466578,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,NA,INDUSTRY,EXPANDED_ACCESS
NCT00519675,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,150,INDUSTRY,INTERVENTIONAL
NCT05590585,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,124,INDUSTRY,INTERVENTIONAL
NCT03168113,NO,ALL,CHILD,NA,62,NIH,OBSERVATIONAL
NCT06124781,NO,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL
NCT00001760,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,40,NIH,OBSERVATIONAL
NCT04606615,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,160,OTHER,OBSERVATIONAL
NCT02205593,NO,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL
NCT03871998,NO,ALL,CHILD,NA,321,OTHER,INTERVENTIONAL
NCT05003453,NO,ALL,"ADULT, OLDER_ADULT","PHASE2,PHASE3",72,INDUSTRY,INTERVENTIONAL
NCT01064947,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,29,OTHER,INTERVENTIONAL
NCT03192748,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,3000,OTHER,OBSERVATIONAL
NCT01826630,NO,ALL,"ADULT, OLDER_ADULT",NA,4,INDUSTRY,INTERVENTIONAL
NCT03250663,NO,ALL,"CHILD, ADULT",PHASE1,28,OTHER,INTERVENTIONAL
NCT04763512,NO,ALL,CHILD,NA,200,INDUSTRY,INTERVENTIONAL
NCT01011621,NO,ALL,"CHILD, ADULT",PHASE3,170,INDUSTRY,INTERVENTIONAL
NCT01429701,NO,ALL,ADULT,PHASE3,76,INDUSTRY,INTERVENTIONAL
NCT06158490,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,120,INDUSTRY,INTERVENTIONAL
NCT01125761,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,0,INDUSTRY,INTERVENTIONAL
NCT04893707,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,459,INDUSTRY,INTERVENTIONAL
NCT06584552,NO,ALL,CHILD,PHASE2,100,OTHER,INTERVENTIONAL
NCT05906628,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,186,INDUSTRY,INTERVENTIONAL
NCT04805411,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,120,INDUSTRY,INTERVENTIONAL
NCT05219864,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,0,INDUSTRY,INTERVENTIONAL
NCT04512339,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL
NCT00663364,NO,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL
NCT03490877,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,45,OTHER,OBSERVATIONAL
NCT04921345,NO,ALL,CHILD,PHASE2,105,INDUSTRY,INTERVENTIONAL
NCT05540496,NO,ALL,"ADULT, OLDER_ADULT",NA,41,INDUSTRY,OBSERVATIONAL
NCT06300697,NO,ALL,"CHILD, ADULT",NA,200,OTHER,INTERVENTIONAL
NCT03989349,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,787,INDUSTRY,INTERVENTIONAL
NCT06448702,NO,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL
NCT03985943,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,941,INDUSTRY,INTERVENTIONAL
NCT06427122,NO,ALL,"ADULT, OLDER_ADULT",NA,120,OTHER,INTERVENTIONAL
NCT04600362,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,70,OTHER,INTERVENTIONAL
NCT04449575,NO,ALL,"ADULT, OLDER_ADULT",NA,300,OTHER,OBSERVATIONAL
NCT05203380,NO,ALL,CHILD,NA,45,INDUSTRY,OBSERVATIONAL
NCT05803902,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,48,INDUSTRY,INTERVENTIONAL
NCT06099704,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,300,INDUSTRY,OBSERVATIONAL
NCT06012812,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,240,INDUSTRY,INTERVENTIONAL
NCT06468956,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,650,INDUSTRY,INTERVENTIONAL
NCT06239311,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,212,INDUSTRY,INTERVENTIONAL
NCT05792826,NO,ALL,"ADULT, OLDER_ADULT",NA,130,OTHER,INTERVENTIONAL
NCT05763914,NO,ALL,"ADULT, OLDER_ADULT",NA,234,OTHER,INTERVENTIONAL
NCT05671432,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,240,INDUSTRY,INTERVENTIONAL
NCT05702268,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,75,INDUSTRY,INTERVENTIONAL
NCT00148746,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,NA,OTHER,INTERVENTIONAL
NCT05170243,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,28,INDUSTRY,INTERVENTIONAL
NCT03568162,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,462,INDUSTRY,INTERVENTIONAL
NCT06193434,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,98,INDUSTRY,INTERVENTIONAL
NCT04798079,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2500,NIH,OBSERVATIONAL
NCT06052995,NO,ALL,CHILD,NA,130,INDUSTRY,OBSERVATIONAL
NCT05997927,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,149,INDUSTRY,INTERVENTIONAL
NCT01259323,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,INTERVENTIONAL
NCT05549947,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,158,INDUSTRY,INTERVENTIONAL
NCT05026554,NO,ALL,"ADULT, OLDER_ADULT",NA,270,OTHER,OBSERVATIONAL
NCT05790083,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,100,INDUSTRY,INTERVENTIONAL
NCT03026907,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,116,OTHER,INTERVENTIONAL
NCT06136741,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,396,INDUSTRY,INTERVENTIONAL
NCT05186922,NO,ALL,"ADULT, OLDER_ADULT","PHASE1,PHASE2",54,INDUSTRY,INTERVENTIONAL
NCT04633616,NO,ALL,"ADULT, OLDER_ADULT",NA,134,OTHER,INTERVENTIONAL
NCT03388866,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,91,OTHER,INTERVENTIONAL
NCT03026946,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,76,OTHER,INTERVENTIONAL
NCT00189917,NO,ALL,ADULT,PHASE1,60,INDUSTRY,INTERVENTIONAL
NCT04173442,NO,FEMALE,"ADULT, OLDER_ADULT",NA,300,INDUSTRY,OBSERVATIONAL
NCT05017480,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,330,INDUSTRY,INTERVENTIONAL
NCT02601222,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,240,INDUSTRY,INTERVENTIONAL
NCT03989206,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,1700,INDUSTRY,INTERVENTIONAL
NCT05057351,NO,ALL,"ADULT, OLDER_ADULT",NA,44,OTHER,INTERVENTIONAL
NCT05729074,NO,MALE,"ADULT, OLDER_ADULT",PHASE1,80,INDUSTRY,INTERVENTIONAL
NCT00576550,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,53,INDUSTRY,INTERVENTIONAL
NCT04444752,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,226,INDUSTRY,INTERVENTIONAL
NCT05197023,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,20,INDUSTRY,INTERVENTIONAL
NCT03057860,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2800,OTHER,OBSERVATIONAL
NCT03406117,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,182,INDUSTRY,INTERVENTIONAL
NCT04537468,NO,ALL,"ADULT, OLDER_ADULT",NA,61,OTHER,INTERVENTIONAL
NCT04818138,NO,ALL,"ADULT, OLDER_ADULT",NA,120,OTHER,INTERVENTIONAL
NCT05056779,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,0,INDUSTRY,INTERVENTIONAL
NCT00568412,NO,ALL,CHILD,PHASE4,80,INDUSTRY,INTERVENTIONAL
NCT03738163,YES,ALL,"CHILD, ADULT, OLDER_ADULT",NA,121,INDUSTRY,INTERVENTIONAL
NCT01337635,YES,ALL,"CHILD, ADULT",NA,7,OTHER,INTERVENTIONAL
NCT01631617,NO,ALL,"CHILD, ADULT",PHASE2,130,NIH,INTERVENTIONAL
NCT01079897,NO,ALL,"ADULT, OLDER_ADULT",NA,64,INDUSTRY,INTERVENTIONAL
NCT00488241,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,40,INDUSTRY,INTERVENTIONAL
NCT02664805,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,91,INDUSTRY,INTERVENTIONAL
NCT04017520,NO,ALL,CHILD,NA,221,OTHER,OBSERVATIONAL
NCT00404196,NO,MALE,"ADULT, OLDER_ADULT",PHASE2,75,INDUSTRY,INTERVENTIONAL
NCT03089476,NO,ALL,"CHILD, ADULT",NA,0,OTHER,INTERVENTIONAL
NCT02286999,NO,ALL,CHILD,PHASE1,0,OTHER,INTERVENTIONAL
NCT02941432,NO,ALL,"ADULT, OLDER_ADULT",NA,26,OTHER,INTERVENTIONAL
NCT01286220,NO,ALL,CHILD,NA,27,OTHER,INTERVENTIONAL
NCT00143819,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,13,OTHER,INTERVENTIONAL
NCT01429311,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,84,NIH,OBSERVATIONAL
NCT01996748,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,135,INDUSTRY,INTERVENTIONAL
NCT04893941,NO,ALL,"ADULT, OLDER_ADULT","PHASE1,PHASE2",39,INDUSTRY,INTERVENTIONAL
NCT01356758,NO,ALL,"ADULT, OLDER_ADULT",NA,126,OTHER,OBSERVATIONAL
NCT01568489,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,120,INDUSTRY,INTERVENTIONAL
NCT02079688,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,25,INDUSTRY,INTERVENTIONAL
NCT01238263,NO,ALL,"CHILD, ADULT",NA,90,OTHER,OBSERVATIONAL
NCT00996008,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,15,INDUSTRY,INTERVENTIONAL
NCT00671528,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,3,INDUSTRY,INTERVENTIONAL
NCT03936335,NO,FEMALE,ADULT,NA,3930,INDUSTRY,OBSERVATIONAL
NCT03485560,NO,ALL,"CHILD, ADULT, OLDER_ADULT",EARLY_PHASE1,200,INDUSTRY,INTERVENTIONAL
NCT05001139,NO,ALL,"ADULT, OLDER_ADULT",NA,13,INDUSTRY,INTERVENTIONAL
NCT00375713,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,466,INDUSTRY,INTERVENTIONAL
NCT00991198,NO,FEMALE,ADULT,PHASE2,49,INDUSTRY,INTERVENTIONAL
NCT03761199,NO,ALL,ADULT,NA,24,OTHER,INTERVENTIONAL
NCT04772482,NO,ALL,"ADULT, OLDER_ADULT",NA,8,OTHER,OBSERVATIONAL
NCT04019769,NO,ALL,"CHILD, ADULT, OLDER_ADULT",EARLY_PHASE1,0,NIH,INTERVENTIONAL
NCT06283550,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,84,OTHER,INTERVENTIONAL
NCT02426359,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,57,INDUSTRY,INTERVENTIONAL
NCT03928431,NO,ALL,CHILD,NA,300,OTHER,INTERVENTIONAL
NCT05316805,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,100000,OTHER,OBSERVATIONAL
NCT03003793,YES,ALL,"ADULT, OLDER_ADULT",NA,32,OTHER,OBSERVATIONAL
NCT03112876,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,41,OTHER,OBSERVATIONAL
NCT03198390,NO,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,OBSERVATIONAL
NCT05233410,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,0,INDUSTRY,INTERVENTIONAL
NCT00555178,NO,ALL,"ADULT, OLDER_ADULT",NA,92,OTHER,OBSERVATIONAL
NCT01489293,NO,ALL,ADULT,NA,40,OTHER,OBSERVATIONAL
NCT04018131,NO,ALL,"CHILD, ADULT",PHASE3,26,OTHER,INTERVENTIONAL
NCT00801502,NO,FEMALE,ADULT,NA,124,OTHER,INTERVENTIONAL
NCT04809571,NO,ALL,"ADULT, OLDER_ADULT",NA,550,OTHER_GOV,INTERVENTIONAL
NCT06004050,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,362,INDUSTRY,INTERVENTIONAL
NCT05682859,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,40,OTHER,INTERVENTIONAL
NCT02926807,NO,ALL,"ADULT, OLDER_ADULT",NA,57,OTHER,OBSERVATIONAL
NCT04760314,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,286,INDUSTRY,INTERVENTIONAL
NCT04154839,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,450,OTHER,OBSERVATIONAL
NCT05545215,NO,ALL,"ADULT, OLDER_ADULT",NA,0,INDUSTRY,OBSERVATIONAL
NCT04045314,NO,ALL,"ADULT, OLDER_ADULT",NA,49,INDUSTRY,INTERVENTIONAL
NCT04772885,NO,ALL,ADULT,PHASE1,154,INDUSTRY,INTERVENTIONAL
NCT05486117,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,15,INDUSTRY,INTERVENTIONAL
NCT00815984,NO,ALL,"CHILD, ADULT",NA,800,OTHER,OBSERVATIONAL
NCT03861455,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,94,OTHER,INTERVENTIONAL
NCT00325273,NO,FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE3,180,OTHER,INTERVENTIONAL
NCT03976622,NO,ALL,"ADULT, OLDER_ADULT",NA,450,OTHER,OBSERVATIONAL
NCT06454942,NO,ALL,ADULT,NA,44,OTHER,INTERVENTIONAL
NCT05071456,NO,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL
NCT01792713,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,70,INDUSTRY,INTERVENTIONAL
NCT00167752,NO,ALL,"ADULT, OLDER_ADULT",NA,NA,OTHER,OBSERVATIONAL
NCT06319781,NO,ALL,"ADULT, OLDER_ADULT",NA,370,INDUSTRY,OBSERVATIONAL
NCT04341623,NO,ALL,"ADULT, OLDER_ADULT",NA,35,OTHER,INTERVENTIONAL
NCT05003804,NO,ALL,CHILD,"PHASE1,PHASE2",264,INDUSTRY,INTERVENTIONAL
NCT00442091,NO,ALL,"ADULT, OLDER_ADULT",NA,4,OTHER,INTERVENTIONAL
NCT05355818,NO,ALL,CHILD,PHASE3,92,INDUSTRY,INTERVENTIONAL
NCT04378569,YES,ALL,"ADULT, OLDER_ADULT","PHASE1,PHASE2",230,INDUSTRY,INTERVENTIONAL
NCT04871711,YES,ALL,"ADULT, OLDER_ADULT",PHASE3,487,INDUSTRY,INTERVENTIONAL
NCT04872101,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,473,INDUSTRY,INTERVENTIONAL
NCT01529320,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,18,OTHER,INTERVENTIONAL
NCT01137331,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,201,INDUSTRY,INTERVENTIONAL
NCT05259722,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,513,INDUSTRY,INTERVENTIONAL
NCT01033097,NO,ALL,ADULT,PHASE2,80,INDUSTRY,INTERVENTIONAL
NCT01254240,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,80,OTHER,INTERVENTIONAL
NCT03873142,NO,ALL,CHILD,NA,14,OTHER,INTERVENTIONAL
NCT05019209,NO,ALL,"ADULT, OLDER_ADULT",NA,23,OTHER,INTERVENTIONAL
NCT03246776,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,80,OTHER,INTERVENTIONAL
NCT01428297,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,12,INDUSTRY,INTERVENTIONAL
NCT01234909,NO,ALL,"CHILD, ADULT",NA,98,OTHER,OBSERVATIONAL
NCT03683719,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,258,INDUSTRY,INTERVENTIONAL
NCT00541255,NO,ALL,"CHILD, ADULT",NA,1313,OTHER,OBSERVATIONAL
NCT00798226,NO,FEMALE,"ADULT, OLDER_ADULT",PHASE1,800,OTHER,INTERVENTIONAL
NCT01899287,NO,ALL,"ADULT, OLDER_ADULT",NA,770,OTHER,INTERVENTIONAL
NCT01614756,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,93,INDUSTRY,INTERVENTIONAL
NCT04949841,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,801,INDUSTRY,INTERVENTIONAL
NCT02908360,NO,ALL,"ADULT, OLDER_ADULT",NA,56,OTHER,OBSERVATIONAL
NCT06516783,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,41,OTHER,INTERVENTIONAL
NCT01122914,NO,ALL,"CHILD, ADULT",PHASE1,1,NIH,INTERVENTIONAL
NCT00367016,YES,ALL,ADULT,PHASE4,6,OTHER,INTERVENTIONAL
NCT04472546,NO,ALL,ADULT,NA,210,INDUSTRY,INTERVENTIONAL
NCT03471819,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,50,OTHER,OBSERVATIONAL
NCT04826471,NO,ALL,"ADULT, OLDER_ADULT",NA,40,INDUSTRY,INTERVENTIONAL
NCT06353087,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,200,INDUSTRY,OBSERVATIONAL
NCT04016025,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,80,OTHER,INTERVENTIONAL
NCT03563066,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL
NCT02004041,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,69,INDUSTRY,INTERVENTIONAL
NCT02148744,NO,ALL,ADULT,PHASE1,72,INDUSTRY,INTERVENTIONAL
NCT05873933,NO,ALL,"ADULT, OLDER_ADULT",NA,90,INDUSTRY,INTERVENTIONAL
NCT05461456,NO,MALE,ADULT,PHASE1,12,INDUSTRY,INTERVENTIONAL
NCT00200954,NO,ALL,ADULT,NA,157,OTHER,INTERVENTIONAL
NCT04060550,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,36,OTHER,OBSERVATIONAL
NCT01916980,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,94,INDUSTRY,INTERVENTIONAL
NCT04938700,NO,ALL,CHILD,PHASE4,200,OTHER,INTERVENTIONAL
NCT06082323,NO,ALL,ADULT,PHASE1,82,INDUSTRY,INTERVENTIONAL
NCT03461848,NO,ALL,CHILD,NA,1731,OTHER,INTERVENTIONAL
NCT04984941,NO,ALL,"CHILD, ADULT",NA,100,OTHER,OBSERVATIONAL
NCT02866864,NO,ALL,"ADULT, OLDER_ADULT",NA,135,OTHER,OBSERVATIONAL
NCT02449850,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2701,OTHER,INTERVENTIONAL
NCT01012453,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,300,OTHER,INTERVENTIONAL
NCT04750161,NO,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,OBSERVATIONAL
NCT03667651,NO,ALL,CHILD,PHASE3,760,OTHER,INTERVENTIONAL
NCT04066998,NO,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL
NCT02457000,NO,ALL,"ADULT, OLDER_ADULT",NA,59,OTHER,OBSERVATIONAL
NCT03540160,YES,ALL,"ADULT, OLDER_ADULT",PHASE3,558,INDUSTRY,INTERVENTIONAL
NCT04274348,NO,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL
NCT00159523,NO,ALL,CHILD,NA,416,OTHER,INTERVENTIONAL
NCT01854580,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,3960,OTHER,OBSERVATIONAL
NCT04738565,NO,ALL,CHILD,NA,150,OTHER,INTERVENTIONAL
NCT01473823,NO,ALL,CHILD,NA,160,OTHER,INTERVENTIONAL
NCT02270411,NO,ALL,"ADULT, OLDER_ADULT",NA,95,OTHER,OBSERVATIONAL
NCT00559546,NO,ALL,ADULT,PHASE4,61,OTHER,INTERVENTIONAL
NCT01861548,NO,ALL,CHILD,NA,479,OTHER,OBSERVATIONAL
